29.4 1.21166e-11 1.00258e-11 -0.000120154 -0.000117605 0.0284343 0.028505
29.6 9.97068e-12 8.26428e-12 -0.000110275 -0.000107919 0.027201 0.0272858
29.8 8.19836e-12 6.81194e-12 -0.000101198 -9.90212e-05 0.0260149 0.0261141
30 6.77479e-12 5.61457e-12 -9.28586e-05 -9.08484e-05 0.0248744 0.0249885
30.2 5.57285e-12 4.62747e-12 -8.51981e-05 -8.33421e-05 0.0237781 0.0239072
30.4 4.59647e-12 3.81374e-12 -7.81617e-05 -7.64488e-05 0.0227244 0.0228689
30.6 3.82223e-12 3.14297e-12 -7.16994e-05 -7.01192e-05 0.0217117 0.021872
30.8 3.18263e-12 2.59007e-12 -6.57648e-05 -6.43077e-05 0.0207386 0.0209151
31 2.58312e-12 2.13434e-12 -6.03154e-05 -5.89726e-05 0.0198038 0.0199969
31.2 2.10885e-12 1.75872e-12 -5.5312e-05 -5.40752e-05 0.0189057 0.019116
31.4 1.70392e-12 1.44915e-12 -5.07185e-05 -4.95802e-05 0.0180432 0.018271
31.6 1.32779e-12 1.19402e-12 -4.65017e-05 -4.54549e-05 0.0172147 0.0174607
31.8 1.01441e-12 9.83768e-13 -4.2631e-05 -4.16693e-05 0.0164191 0.0166838
32 8.6599e-13 8.10507e-13 -3.90784e-05 -3.81957e-05 0.0156551 0.015939
32.2 7.49228e-13 6.67734e-13 -3.58178e-05 -3.50088e-05 0.0149214 0.0152253
32.4 6.17978e-13 5.5009e-13 -3.28256e-05 -3.20851e-05 0.0142169 0.0145414
32.6 5.13839e-13 4.53156e-13 -3.00798e-05 -2.94032e-05 0.0135404 0.0138862
32.8 4.35846e-13 3.73289e-13 -2.75601e-05 -2.69433e-05 0.0128908 0.0132586
33 2.74709e-13 3.07486e-13 -2.52482e-05 -2.46872e-05 0.012267 0.0126577
33.2 1.0976e-13 2.53274e-13 -2.3127e-05 -2.26183e-05 0.0116679 0.0120823
33.4 5.06295e-14 2.08613e-13 -2.11807e-05 -2.07211e-05 0.0110925 0.0115315
33.6 6.90702e-14 1.7182e-13 -1.93949e-05 -1.89817e-05 0.0105398 0.0110044
33.8 7.39131e-14 1.41512e-13 -1.77564e-05 -1.73869e-05 0.0100087 0.0104999
34 9.51395e-14 1.16546e-13 -1.62531e-05 -1.59249e-05 0.00949843 0.0100173
34.2 1.29723e-13 9.59809e-14 -1.48736e-05 -1.45848e-05 0.00900795 0.00955565
